source_file,system_id,nvars,neqs,domain,strategy,elapsed,basis_size,n_steps,reward,finished
PHC_pack_ZZ.csv,1,6,6,GF,sugar,0.07135128974914551,12,130,,1
PHC_pack_ZZ.csv,2,7,7,GF,sugar,0.912390947341919,22,226,,1
PHC_pack_ZZ.csv,3,8,8,GF,sugar,4.992402076721191,29,342,,1
PHC_pack_ZZ.csv,4,6,6,GF,sugar,0.396716833114624,26,112,,1
PHC_pack_ZZ.csv,5,4,4,GF,sugar,0.04166293144226074,31,88,,1
PHC_pack_ZZ.csv,6,4,4,GF,sugar,0.1254289150238037,14,131,,1
PHC_pack_ZZ.csv,7,5,5,GF,sugar,0.09170150756835938,18,59,,1
PHC_pack_ZZ.csv,8,4,4,GF,sugar,0.7286436557769775,25,91,,1
PHC_pack_ZZ.csv,9,4,4,GF,sugar,28.027841091156006,92,468,,1
PHC_pack_ZZ.csv,10,10,10,GF,sugar,0.01605224609375,9,11,,1
PHC_pack_ZZ.csv,11,3,3,GF,sugar,0.007406711578369141,10,27,,1
PHC_pack_ZZ.csv,12,5,5,GF,sugar,59.46687841415405,77,275,,1
